ID,FECHA,ID_DEPARTAMENTO,NOM OPE,ID_PEDIDO,PRODUCCION,KILOS,VELOCIDAD,TM 1,RAZON TM 1,,,
478,20/01/2023,M1,10,129,0,0,,60,AT,,,
479,20/01/2023,M1,10,134,0,0,,60,SY,,,
480,20/01/2023,M1,8,98,0,0,,6,AX,,,
481,21/01/2023,M1,4,39,0,0,,60,AO,,,
482,21/01/2023,M1,3,71,0,0,,60,AO,,,
483,21/01/2023,M1,2,59,0,0,,60,AO,,,
484,21/01/2023,M1,1,103,0,0,,60,AO,,,
485,21/01/2023,M1,5,100,0,0,,60,AO,,,
486,21/01/2023,M1,2,36,0,0,,60,AO,,,
487,21/01/2023,M1,10,27,0,0,,60,AO,,,
488,21/01/2023,M1,5,21,0,0,,60,AO,,,
489,21/01/2023,M1,8,117,0,0,,60,AO,,,
490,21/01/2023,M1,2,45,5000,106,150,0,,,,
491,21/01/2023,M1,4,43,5000,106,150,0,,,,
492,21/01/2023,M1,7,136,5000,106,150,0,,,,
493,21/01/2023,M1,5,103,0,0,,65,ET,,,
494,21/01/2023,M1,4,1,0,0,,30,PL,,,
495,21/01/2023,M1,1,75,4208,96,147,0,,,,
496,21/01/2023,M1,9,119,0,0,,60,CF,,,
497,21/01/2023,M1,6,51,0,0,,60,CF,,,
498,21/01/2023,M1,1,67,0,0,,60,SO,,,
499,21/01/2023,M1,7,128,0,0,,60,SO,,,
500,21/01/2023,M1,1,115,0,0,,60,SO,,,
501,21/01/2023,M1,5,150,0,0,,60,SO,,,
502,21/01/2023,M1,1,62,0,0,,60,SO,,,
503,21/01/2023,M1,2,135,0,0,,60,SO,,,
504,21/01/2023,M1,8,6,0,0,,60,SO,,,
505,22/01/2023,M1,4,149,0,0,,60,SO,,,
506,22/01/2023,M1,6,42,0,0,,60,SO,,,
507,22/01/2023,M1,4,122,0,0,,60,SO,,,
508,22/01/2023,M1,4,6,0,0,,60,SO,,,
509,22/01/2023,M1,6,137,0,0,,60,SO,,,
510,22/01/2023,M1,7,137,0,0,,60,SO,,,
511,22/01/2023,M1,3,75,0,0,,60,SO,,,
512,22/01/2023,M1,3,105,0,0,,60,SO,,,
513,22/01/2023,M1,2,69,0,0,,60,SO,,,
514,22/01/2023,M1,1,66,0,0,,60,SO,,,
515,22/01/2023,M1,6,125,0,0,,60,SO,,,
516,22/01/2023,M1,10,66,0,0,,60,SO,,,
517,22/01/2023,M1,2,130,0,0,,60,SO,,,
518,22/01/2023,M1,3,109,0,0,,60,SO,,,
519,22/01/2023,M1,8,12,0,0,,60,SO,,,
520,22/01/2023,M1,4,105,0,0,,60,SO,,,
521,22/01/2023,M1,3,37,0,0,,60,SO,,,
522,22/01/2023,M1,2,43,0,0,,60,SO,,,
523,22/01/2023,M1,2,20,0,0,,60,SO,,,
524,22/01/2023,M1,10,127,0,0,,60,SO,,,
525,22/01/2023,M1,10,118,0,0,,60,SO,,,
526,22/01/2023,M1,1,11,0,0,,60,SO,,,
527,22/01/2023,M1,1,117,0,0,,60,SO,,,
528,22/01/2023,M1,2,3,0,0,,60,SO,,,
529,23/01/2023,M1,4,127,0,0,,60,,,,
530,23/01/2023,M1,8,86,0,0,,60,CF,,,
531,23/01/2023,M1,10,14,0,0,,60,CO,,,
532,23/01/2023,M1,6,111,0,0,,60,EM,,,
533,23/01/2023,M1,10,36,0,0,,60,ET,,,
534,23/01/2023,M1,8,148,0,0,,60,,,,
535,23/01/2023,M1,3,105,0,0,,60,,,,
536,23/01/2023,M1,9,83,0,0,,60,,,,
537,23/01/2023,M1,1,73,4532,135,120,0,,,,
538,23/01/2023,M1,7,53,4532,135,120,0,,,,
539,23/01/2023,M1,10,148,0,0,,60,CO,,,
540,23/01/2023,M1,8,94,0,0,,60,CO,,,
541,23/01/2023,M1,2,54,0,0,,60,AT,,,
542,23/01/2023,M1,10,11,0,0,,60,AT,,,
543,23/01/2023,M1,9,48,9953,132,150,0,,,,
544,23/01/2023,M1,9,96,5953,132,150,0,,,,
545,23/01/2023,M1,8,129,5956,132,150,0,,,,
546,23/01/2023,M1,1,102,1000,132,,0,,,,
547,23/01/2023,M1,3,89,0,0,,60,SY,,,
548,23/01/2023,M1,6,95,0,0,,60,CF,,,
549,23/01/2023,M1,1,103,0,0,,60,SY,,,
550,23/01/2023,M1,2,112,0,0,,60,SY,,,
551,23/01/2023,M1,4,87,5953,132,150,0,,,,
552,23/01/2023,M1,6,119,5956,48,150,30,ET,,,
553,24/01/2023,M1,9,43,0,0,,60,CO,,,
554,24/01/2023,M1,2,53,0,0,,60,AO,,,
555,24/01/2023,M1,8,5,0,0,,60,AO,,,
556,24/01/2023,M1,6,144,0,0,,60,AT,,,
557,24/01/2023,M1,1,1,0,0,,60,AT,,,
558,24/01/2023,M1,10,138,0,0,,60,AU,,,
559,24/01/2023,M1,4,41,0,0,,60,AU,,,
560,24/01/2023,M1,2,147,0,0,,60,AU,,,
561,24/01/2023,M1,2,131,3201,91,150,30,MT,,,
562,24/01/2023,M1,7,134,3201,91,150,0,,,,
563,24/01/2023,M1,5,129,3201,91,150,0,,,,
564,24/01/2023,M1,1,103,3201,91,150,0,,,,
565,24/01/2023,M1,9,5,7060,181,150,0,,,,
566,24/01/2023,M1,4,32,0,0,,60,OT,,,
567,24/01/2023,M1,6,32,0,0,,60,OT,,,
568,24/01/2023,M1,2,116,0,0,,60,OT,,,
569,24/01/2023,M1,1,105,0,0,,60,CO,,,
570,24/01/2023,M1,9,131,0,0,,60,CO,,,
571,24/01/2023,M1,8,142,0,0,,60,CO,,,
572,24/01/2023,M1,7,64,0,0,,60,CO,,,
573,24/01/2023,M1,9,91,0,0,,60,AO,,,
574,24/01/2023,M1,8,138,0,0,,60,SY,,,
575,24/01/2023,M1,1,22,0,0,,60,MT,,,
576,24/01/2023,M1,5,117,0,0,,60,MT,,,
577,25/01/2023,M1,7,18,0,,140,60,AO,,,
578,25/01/2023,M1,9,64,6766,122,140,30,AO,,,
579,25/01/2023,M1,9,66,6766,122,140,10,CR,,,
580,25/01/2023,M1,9,25,6766,122,140,30,CF,,,
581,25/01/2023,M1,6,106,6766,122,140,10,CR,,,
582,25/01/2023,M1,8,40,6766,122,140,30,SY,,,
583,25/01/2023,M1,6,13,5800,105,140,20,SY,,,
584,25/01/2023,M1,1,138,0,105,140,20,,,,
585,25/01/2023,M1,10,35,5800,0,140,60,,,,
586,25/01/2023,M1,3,19,5800,105,140,0,,,,
587,25/01/2023,M1,9,60,5800,105,140,20,,,,
588,25/01/2023,M1,5,3,5800,110,140,30,AT,,,
589,25/01/2023,M1,6,59,0,0,,60,AT,,,
590,25/01/2023,M1,1,17,7645,138,160,0,,,,
591,25/01/2023,M1,6,122,7645,138,160,0,,,,
592,25/01/2023,M1,8,50,7645,138,160,0,,,,
593,25/01/2023,M1,10,4,7645,138,160,0,,,,
594,25/01/2023,M1,7,88,7645,138,160,0,,,,
595,25/01/2023,M1,6,117,7645,138,160,0,,,,
596,25/01/2023,M1,8,39,0,0,160,60,CF,,,
597,25/01/2023,M1,8,54,0,0,160,60,AT,,,
598,25/01/2023,M1,2,2,7645,138,160,0,,,,
599,25/01/2023,M1,10,37,7645,138,160,0,,,,
600,25/01/2023,M1,6,96,7645,138,160,0,,,,
601,26/01/2023,M1,4,83,0,0,,60,CO,,,
602,26/01/2023,M1,7,105,0,0,,60,CO,,,
603,26/01/2023,M1,2,67,0,0,,60,AO,,,
604,26/01/2023,M1,4,146,0,0,,60,AO,,,
605,26/01/2023,M1,1,72,5062,144,150,10,CR,,,
606,26/01/2023,M1,1,75,5062,144,150,10,CR,,,
607,26/01/2023,M1,4,76,5062,144,150,30,OT,,,
608,26/01/2023,M1,4,92,5062,144,150,0,,,,
609,26/01/2023,M1,1,62,0,0,,60,CO,,,
610,26/01/2023,M1,3,76,,,,60,CO,,,
611,26/01/2023,M1,6,132,0,0,,60,AT,,,
612,26/01/2023,M1,10,12,0,0,,60,AT,,,
613,26/01/2023,M1,9,138,0,0,,60,VB,,,
614,26/01/2023,M1,2,120,0,0,,60,VB,,,
615,26/01/2023,M1,6,75,5727,262,150,0,,,,
616,26/01/2023,M1,10,84,5722,262,150,0,,,,
617,26/01/2023,M1,5,147,0,0,,60,CO,,,
618,26/01/2023,M1,4,4,0,0,,60,AO,,,
619,26/01/2023,M1,9,66,0,0,,60,CO,,,
620,26/01/2023,M1,5,76,0,0,,60,CO,,,
621,26/01/2023,M1,2,106,4243,82,150,0,,,,
622,26/01/2023,M1,9,2,4243,82,150,0,,,,
623,26/01/2023,M1,6,73,4243,82,150,0,,,,
624,26/01/2023,M1,7,56,4243,82,150,0,,,,
625,27/01/2023,M1,3,139,0,0,,60,CF,,,
626,27/01/2023,M1,9,127,0,0,,60,AT,,,
627,27/01/2023,M1,2,34,3000,55,167,30,OT,,,
628,27/01/2023,M1,6,125,4000,73,167,20,SY,,,
629,27/01/2023,M1,1,45,0,0,,60,SM,,,
630,27/01/2023,M1,6,113,0,0,,60,SM,,,
631,27/01/2023,M1,1,36,7056,128,147,,,,,
632,27/01/2023,M1,6,119,0,0,147,46,CR,,,
633,27/01/2023,M1,9,109,7056,128,147,10,CR,,,
634,27/01/2023,M1,10,63,6900,126,147,10,CR,,,
635,27/01/2023,M1,8,31,9596,161,250,0,,,,
636,27/01/2023,M1,9,64,1500,30,150,25,SM,,,
637,27/01/2023,M1,10,130,6846,122,160,15,ET,,,
638,27/01/2023,M1,8,70,6846,122,160,5,CR,,,
639,27/01/2023,M1,10,139,6846,122,160,5,CR,,,
640,27/01/2023,M1,10,57,6846,122,160,5,CR,,,
641,27/01/2023,M1,7,67,6846,122,160,5,CR,,,
642,27/01/2023,M1,4,71,6846,122,160,30,CF,,,
643,27/01/2023,M1,1,87,11427,207,160,5,CR,,,
644,27/01/2023,M1,4,73,11427,207,160,5,CR,,,
645,27/01/2023,M1,9,23,11427,207,160,5,CR,,,
646,27/01/2023,M1,10,52,9500,172,160,5,CR,,,
647,27/01/2023,M1,4,25,9500,172,160,5,CR,,,
648,27/01/2023,M1,2,48,4761,89,160,30,CF,,,
649,28/01/2023,M1,6,109,0,0,160,30,ET,,,
650,28/01/2023,SG,1,52,7000,127,160,0,,,,
651,28/01/2023,SG,9,1,3500,64,160,30,LP,,,
652,28/01/2023,SG,1,52,0,0,160,30,CF,,,
653,28/01/2023,SG,8,108,7000,127,160,0,,,,
654,28/01/2023,SG,7,81,7000,127,160,5,CR,,,
655,28/01/2023,SG,10,34,7800,142,160,10,CR,,,
656,28/01/2023,SG,3,139,6200,113,160,10,CR,,,
657,28/01/2023,SG,8,50,6200,113,160,10,CR,,,
658,28/01/2023,SG,4,112,6200,113,160,10,CR,,,
659,28/01/2023,SG,3,50,6200,113,160,10,CR,,,
660,28/01/2023,SG,6,36,11995,218,160,0,,,,
661,28/01/2023,SG,3,85,,,,0,,,,
662,28/01/2023,SG,5,129,,,,0,,,,
663,28/01/2023,SG,6,96,,,,0,,,,
664,28/01/2023,SG,6,38,,,,0,,,,
665,28/01/2023,SG,5,36,,,,0,,,,
666,28/01/2023,SG,4,27,,,,0,,,,
667,28/01/2023,SG,2,79,,,,0,,,,
668,28/01/2023,SG,8,138,,,,0,,,,
669,28/01/2023,SG,2,132,,,,0,,,,
670,28/01/2023,SG,8,101,,,,0,,,,
671,28/01/2023,SG,9,97,,,,0,,,,
672,28/01/2023,SG,8,145,,,,0,,,,
673,29/01/2023,SG,1,7,,,,,,,,
674,29/01/2023,SG,4,30,,,,,,,,
675,29/01/2023,SG,4,78,,,,,,,,
676,29/01/2023,SG,2,3,,,,,,,,
677,29/01/2023,SG,3,76,,,,,,,,
678,29/01/2023,SG,1,80,,,,,,,,
679,29/01/2023,SG,6,5,,,,,,,,
680,29/01/2023,SG,7,14,,,,,,,,
681,29/01/2023,SG,4,100,,,,,,,,
682,29/01/2023,SG,7,119,,,,,,,,
683,29/01/2023,SG,10,39,,,,,,,,
684,29/01/2023,SG,2,18,,,,,,,,
685,29/01/2023,SG,6,88,,,,0,,,,
686,29/01/2023,SG,10,91,,,,0,,,,
687,29/01/2023,SG,6,2,,,,0,,,,
688,29/01/2023,SG,2,131,,,,0,,,,
689,29/01/2023,SG,3,124,,,,0,,,,
690,29/01/2023,SG,7,11,,,,0,,,,
691,29/01/2023,SG,7,26,,,,0,,,,
692,29/01/2023,SG,6,110,,,,0,,,,
693,29/01/2023,SG,1,113,,,,0,,,,
694,29/01/2023,SG,5,98,,,,0,,,,
695,29/01/2023,SG,1,137,,,,0,,,,
696,29/01/2023,SG,10,71,,,,0,,,,
697,30/01/2023,SG,10,143,0,0,,60,,,,
698,30/01/2023,SG,10,94,0,0,,60,,,,
699,30/01/2023,SG,6,5,0,0,,60,,,,
700,30/01/2023,SG,4,91,,,160,30,,,,
701,30/01/2023,SG,6,107,,,160,0,,,,
702,30/01/2023,SG,9,58,,,160,0,,,,
703,30/01/2023,SG,4,66,,,160,0,,,,
704,30/01/2023,SG,3,14,,,160,0,,,,
705,30/01/2023,SG,7,64,0,0,,60,MT,,,
706,30/01/2023,SG,1,6,0,0,,60,MT,,,
707,30/01/2023,SG,4,129,7080,131,,0,,,,
708,30/01/2023,SG,6,63,0,0,,0,,,,
709,30/01/2023,SG,3,32,0,0,,60,MT,,,
710,30/01/2023,SG,10,54,0,0,,60,AO,,,
711,30/01/2023,SG,1,101,0,0,,60,CO,,,
712,30/01/2023,SG,1,86,0,0,,60,CO,,,
713,30/01/2023,SG,7,58,0,0,,60,AO,,,
714,30/01/2023,SG,7,66,0,0,,60,AT,,,
715,30/01/2023,SG,5,9,0,0,,60,AT,,,
716,30/01/2023,SG,2,146,0,0,,60,AT,,,
717,30/01/2023,SG,10,47,0,0,,60,CD,,,
718,30/01/2023,SG,6,137,9900,212,160,5,CR,,,
719,30/01/2023,SG,6,69,4000,89,160,35,OT,,,
720,30/01/2023,SG,5,113,1110,237,160,5,CR,,,
721,31/01/2023,SG,6,125,7551,189,170,0,,,,
722,31/01/2023,SG,2,129,7551,189,170,0,,,,
723,31/01/2023,SG,5,119,7551,189,170,0,,,,
724,31/01/2023,SG,5,80,7551,189,170,0,,,,
725,31/01/2023,SG,4,51,7551,189,170,0,,,,
726,31/01/2023,SG,1,63,7551,189,170,0,,,,
727,31/01/2023,SG,5,115,7551,189,170,0,,,,
728,31/01/2023,SG,10,130,7551,189,170,0,,,,
729,31/01/2023,SG,4,36,7551,189,170,0,,,,
730,31/01/2023,SG,10,63,7551,189,170,0,,,,
731,31/01/2023,SG,3,136,7551,189,170,0,,,,
732,31/01/2023,SG,10,63,7551,189,170,0,,,,
733,31/01/2023,SG,8,9,0,0,,30,ET,,,
734,31/01/2023,SG,6,76,4900,111,150,20,EM,,,
735,31/01/2023,SG,1,129,9300,211,150,5,CR,,,
736,31/01/2023,SG,1,63,4939,111,150,30,,,,
737,31/01/2023,SG,4,122,0,0,,60,LI,,,
738,31/01/2023,SG,4,99,0,0,,60,LI,,,
739,31/01/2023,SG,7,80,0,0,,60,LI,,,
740,31/01/2023,SG,6,75,0,0,,60,LI,,,
741,31/01/2023,SG,9,15,0,0,,60,LI,,,
742,31/01/2023,SG,3,13,0,0,,60,LI,,,
743,31/01/2023,SG,5,17,0,0,,60,LI,,,
744,31/01/2023,SG,1,94,0,0,,60,LI,,,
745,01/02/2023,SG,1,96,0,0,,60,LI,,,
746,01/02/2023,SG,7,52,0,0,,60,TT,,,
747,01/02/2023,SG,5,51,0,0,,60,TT,,,
748,01/02/2023,SG,9,8,0,0,,60,TT,,,
749,01/02/2023,SG,8,99,0,0,,60,TT,,,
750,01/02/2023,SG,6,17,0,0,,60,TT,,,
751,01/02/2023,SG,10,57,0,0,,60,TT,,,
752,01/02/2023,SG,3,100,0,0,,60,TT,,,
753,01/02/2023,SG,7,33,0,0,,60,TT,,,
754,01/02/2023,SG,1,145,0,0,,60,TT,,,
755,01/02/2023,SG,1,78,0,0,,60,TT,,,
756,01/02/2023,SG,4,93,0,0,,60,TT,,,
757,01/02/2023,SG,4,64,,,,60,TT,,,
758,01/02/2023,SG,5,60,,,,60,TT,,,
759,01/02/2023,SG,4,117,,,,60,TT,,,
760,01/02/2023,SG,6,2,,,,60,TT,,,
761,01/02/2023,SG,3,150,,,,60,TT,,,
762,01/02/2023,SG,1,40,,,,60,TT,,,
763,01/02/2023,SG,4,119,,,,60,TT,,,
764,01/02/2023,SG,10,23,,,,60,TT,,,
765,01/02/2023,SG,6,78,,,,60,TT,,,
766,01/02/2023,SG,10,63,,,,60,TT,,,
767,01/02/2023,SG,9,9,,,,60,TT,,,
768,01/02/2023,SG,2,140,,,,60,TT,,,
769,02/02/2023,SG,8,116,0,0,,60,TT,,,
770,02/02/2023,SG,7,112,0,0,,60,TT,,,
771,02/02/2023,SG,10,43,0,0,,60,TT,,,
772,02/02/2023,SG,2,102,0,0,,60,TT,,,
773,02/02/2023,SG,8,31,0,0,,60,TT,,,
774,02/02/2023,SG,7,35,0,0,,60,TT,,,
775,02/02/2023,SG,6,116,0,0,,60,TT,,,
776,02/02/2023,SG,8,35,0,0,,60,TT,,,
777,02/02/2023,SG,6,82,0,0,,0,,,,
778,02/02/2023,SG,9,18,0,0,,20,TT,,,
779,02/02/2023,SG,10,3,0,0,,20,TT,,,
780,02/02/2023,SG,10,136,0,0,,20,TT,,,
781,02/02/2023,SG,3,43,0,,,60,AT,,,
782,02/02/2023,SG,8,7,0,,,60,AT,,,
783,02/02/2023,SG,8,22,0,,,60,AT,,,
784,02/02/2023,SG,7,141,7406,172,170,0,,,,
785,02/02/2023,SG,10,119,7406,172,170,0,,,,
786,02/02/2023,SG,1,137,7406,172,170,0,,,,
787,02/02/2023,SG,7,37,7406,172,170,0,,,,
788,02/02/2023,SG,4,146,7406,172,170,,,,,
789,02/02/2023,SG,8,125,7406,172,170,,,,,
790,02/02/2023,SG,2,90,0,0,,60,CO,,,
791,02/02/2023,SG,8,111,0,0,,60,MT,,,
792,02/02/2023,SG,2,120,0,0,,60,AT,,,
793,03/02/2023,SG,4,122,0,,,60,ET,,,
794,03/02/2023,SG,9,71,5400,96,,30,LI,,,
795,03/02/2023,SG,9,64,5400,96,,30,TT,,,
796,03/02/2023,SG,1,127,10000,177,,5,CR,,,
797,03/02/2023,SG,10,135,10000,177,,5,CR,,,
798,03/02/2023,SG,9,60,9555,170,,5,CR,,,
799,03/02/2023,SG,6,105,9555,170,,5,CR,,,
800,03/02/2023,SG,2,108,9555,170,,5,CR,,,
801,03/02/2023,SG,6,3,9555,170,,5,CR,,,
802,03/02/2023,SG,2,25,9555,170,,5,CR,,,
803,03/02/2023,SG,7,131,9512,171,,5,CR,,,
804,03/02/2023,SG,4,56,9512,171,,5,CR,,,
805,03/02/2023,SG,6,62,9634,168,180,15,ET,,,
806,03/02/2023,SG,4,119,0,0,,60,,,,
807,03/02/2023,SG,10,36,0,0,,60,AO,,,
808,03/02/2023,SG,4,42,9634,168,180,5,CR,,,
809,03/02/2023,SG,10,139,9634,168,180,5,CR,,,
810,03/02/2023,SG,7,18,9500,168,180,5,CR,,,
811,03/02/2023,SG,4,47,9500,168,180,5,CR,,,
812,03/02/2023,SG,1,147,0,0,180,60,,,,
813,03/02/2023,SG,6,63,9500,168,180,5,CR,,,
814,03/02/2023,SG,4,77,8461,151,180,5,CR,,,
815,03/02/2023,SG,4,29,8461,151,180,5,CR,,,
816,03/02/2023,SG,2,90,8461,151,180,5,CR,,,
817,04/02/2023,SG,6,67,0,0,180,60,AO,,,
818,04/02/2023,SG,2,56,8376,148,180,5,CR,,,
819,04/02/2023,SG,8,23,8376,148,180,5,CR,,,
820,04/02/2023,SG,5,105,8376,148,180,5,CR,,,
821,04/02/2023,SG,9,17,0,0,,60,AO,,,
822,04/02/2023,SG,5,57,0,0,,60,AO,,,
823,04/02/2023,SG,6,125,0,0,,60,AO,,,
824,04/02/2023,SG,6,86,0,0,,60,AO,,,
825,04/02/2023,SG,6,23,8000,309,160,35,CM,,,
826,04/02/2023,M1,9,45,0,0,160,60,MM,,,
827,04/02/2023,M1,7,98,3800,147,160,30,MM,,,
828,04/02/2023,M1,6,138,10912,421,,30,MM,,,
829,04/02/2023,M1,6,140,3761,145,180,30,ET,,,
830,04/02/2023,M1,1,140,7522,291,180,15,CR,,,
831,04/02/2023,M1,2,25,7522,291,180,15,CR,,,
832,04/02/2023,M1,3,112,7522,291,180,10,CR,,,
833,04/02/2023,M1,1,130,7522,291,180,10,CR,,,
834,04/02/2023,M1,1,108,7522,145,180,10,CR,,,
835,04/02/2023,M1,5,133,3761,0,,30,EM,,,
836,04/02/2023,M1,8,71,0,0,,60,CO,,,
837,04/02/2023,M1,4,86,0,0,,60,CO,,,
838,04/02/2023,M1,5,147,0,0,,60,,,,
839,04/02/2023,M1,5,41,0,0,,60,,,,
840,04/02/2023,M1,1,119,0,0,,60,LI,,,
841,05/02/2023,M1,7,31,0,0,,60,SO,,,
842,05/02/2023,M1,1,126,0,0,,60,SO,,,
843,05/02/2023,M1,1,127,0,0,,60,SO,,,
844,05/02/2023,M1,3,43,0,0,,60,SO,,,
845,05/02/2023,M1,3,69,0,0,,60,SO,,,
846,05/02/2023,M1,1,11,0,0,,60,SO,,,
847,05/02/2023,M1,2,67,0,0,,60,SO,,,
848,05/02/2023,M1,8,135,0,0,,60,SO,,,
849,05/02/2023,M1,1,85,0,0,,60,SO,,,
850,05/02/2023,M1,7,68,0,0,,60,SO,,,
851,05/02/2023,M1,1,42,0,0,,60,SO,,,
852,05/02/2023,M1,9,65,0,0,,60,SO,,,
853,05/02/2023,M1,3,62,0,0,,60,SO,,,
854,05/02/2023,M1,5,118,0,0,,60,SO,,,
855,05/02/2023,M1,5,150,0,0,,60,SO,,,
856,05/02/2023,M1,7,145,0,0,,60,SO,,,
857,05/02/2023,M1,7,46,0,0,,60,SO,,,
858,05/02/2023,M1,9,27,0,0,,60,SO,,,
859,05/02/2023,M1,9,97,0,0,,60,SO,,,
860,05/02/2023,M1,7,75,0,0,,60,SO,,,
861,05/02/2023,M1,8,90,0,0,,60,SO,,,
862,05/02/2023,M1,5,80,0,0,,60,SO,,,
863,05/02/2023,M1,5,149,0,0,,60,SO,,,
864,05/02/2023,M1,2,112,0,0,,60,SO,,,
865,06/02/2023,M1,4,103,0,0,,60,SO,,,
866,06/02/2023,M1,3,112,0,0,,60,SO,,,
867,06/02/2023,M1,3,80,0,0,,60,SO,,,
868,06/02/2023,M1,5,71,0,0,,60,SO,,,
869,06/02/2023,M1,8,118,0,0,,60,SO,,,
870,06/02/2023,M1,7,107,0,0,,60,SO,,,
871,06/02/2023,M1,7,147,0,0,,60,SO,,,
872,06/02/2023,M1,3,57,0,0,,60,SO,,,
873,06/02/2023,M1,9,112,0,0,,60,SO,,,
874,06/02/2023,M1,4,141,0,0,,60,SO,,,
875,06/02/2023,M1,9,104,0,0,,60,SO,,,
876,06/02/2023,M1,10,19,0,0,,60,SO,,,
877,06/02/2023,M1,1,83,0,0,,60,SO,,,
878,06/02/2023,M1,3,34,0,0,,60,SO,,,
879,06/02/2023,M1,9,76,0,0,,60,SO,,,
880,06/02/2023,M1,1,1,0,0,,60,SO,,,
881,06/02/2023,M1,8,125,0,0,,60,SO,,,
882,06/02/2023,M1,6,99,0,0,,60,SO,,,
883,06/02/2023,M1,4,24,0,0,,60,SO,,,
884,06/02/2023,M1,1,117,0,0,,60,SO,,,
885,06/02/2023,M1,4,127,0,0,,60,SO,,,
886,06/02/2023,M1,8,98,0,0,,60,SO,,,
887,06/02/2023,M1,10,4,0,0,,60,SO,,,
888,06/02/2023,M1,5,102,0,0,,60,SO,,,
889,07/02/2023,M1,1,122,0,0,,60,MM,,,
890,07/02/2023,M1,8,83,0,0,,60,MM,,,
891,07/02/2023,M1,3,84,0,0,,60,MM,,,
892,07/02/2023,M1,10,37,0,0,,60,MM,,,
893,07/02/2023,M1,5,9,0,0,,60,MM,,,
894,07/02/2023,M1,9,77,0,0,,60,MM,,,
895,07/02/2023,M1,2,81,0,0,,60,MM,,,
896,07/02/2023,M1,9,69,0,0,,60,MM,,,
897,07/02/2023,M1,1,85,0,0,,60,MM,,,
898,07/02/2023,M1,5,90,0,0,,60,MM,,,
899,07/02/2023,M1,1,17,0,0,,60,MM,,,
900,07/02/2023,M1,5,27,0,0,,60,MM,,,
901,07/02/2023,M1,8,83,0,0,,60,MM,,,
902,07/02/2023,M1,6,70,0,0,,60,MM,,,
903,07/02/2023,M1,3,74,0,0,,60,MM,,,
904,07/02/2023,M1,5,8,0,0,,60,MM,,,
905,07/02/2023,M1,9,129,0,0,,60,MM,,,
906,07/02/2023,M1,6,44,0,0,,60,MM,,,
907,07/02/2023,M1,1,13,0,0,,60,MM,,,
908,07/02/2023,M1,7,2,0,0,,60,MM,,,
909,07/02/2023,M1,9,12,0,0,,60,MM,,,
910,07/02/2023,M1,6,17,0,0,,60,MM,,,
911,07/02/2023,M1,3,78,0,0,,60,MM,,,
912,07/02/2023,M1,6,25,0,0,,60,MM,,,
913,08/02/2023,M1,5,80,0,0,,60,SO,,,
914,08/02/2023,M1,1,68,0,0,,60,SO,,,
915,08/02/2023,M1,8,108,0,0,,60,SO,,,
916,08/02/2023,M1,2,29,0,0,,60,SO,,,
917,08/02/2023,M1,7,23,0,0,,60,SO,,,
918,08/02/2023,M1,4,70,0,0,,60,SO,,,
919,08/02/2023,M1,1,52,0,0,,60,SO,,,
920,08/02/2023,M1,4,7,0,0,,60,SO,,,
921,08/02/2023,M1,8,23,0,0,,60,SO,,,
922,08/02/2023,M1,8,27,0,0,,60,SO,,,
923,08/02/2023,M1,8,122,7348,293,200,30,AT,,,
924,08/02/2023,M1,4,67,7348,293,200,0,,,,
925,08/02/2023,M1,6,127,7585,300,180,30,ET,,,
926,08/02/2023,M1,2,104,7585,300,180,10,CR,,,
927,08/02/2023,M1,10,59,7585,300,180,10,CR,,,
928,08/02/2023,M1,8,95,7585,300,180,10,CR,,,
929,08/02/2023,M1,2,92,7585,300,180,10,CR,,,
930,08/02/2023,M1,8,82,7585,300,180,10,CR,,,
931,08/02/2023,M1,5,110,0,0,,60,CO,,,
932,08/02/2023,M1,3,23,9761,346,180,10,CR,,,
933,08/02/2023,M1,10,102,9761,346,180,10,CR,,,
934,08/02/2023,M1,2,15,9761,346,180,10,CR,,,
935,08/02/2023,M1,3,77,0,0,,30,CO,,,
936,08/02/2023,M1,5,41,10673,416,180,10,CR,,,
937,09/02/2023,M1,10,132,10505,415,180,0,,,,
938,09/02/2023,M1,2,112,10505,415,180,0,,,,
939,09/02/2023,M1,6,129,10505,415,180,0,,,,
940,09/02/2023,M1,3,18,10505,415,180,0,,,,
941,09/02/2023,M1,5,31,10505,415,180,0,,,,
942,09/02/2023,M1,1,46,10505,415,180,0,,,,
943,09/02/2023,M1,3,125,10505,415,180,30,MT,,,
944,09/02/2023,M1,5,86,0,0,,60,CO,,,
945,09/02/2023,M1,7,11,0,0,,60,CO,,,
946,09/02/2023,M1,1,16,0,0,,60,AT,,,
947,09/02/2023,M1,1,115,0,0,,60,AT,,,
948,09/02/2023,M1,5,150,0,0,,60,AT,,,
949,09/02/2023,M1,4,20,0,,,30,AT,,,
950,09/02/2023,M1,2,123,0,,,30,CD,,,
951,09/02/2023,M1,5,41,6000,131,180,30,AO,,,
952,09/02/2023,M1,10,86,7736,169,180,20,AO,,,
953,09/02/2023,M1,6,46,7500,164,180,10,AO,,,
954,09/02/2023,M1,9,99,7500,164,180,10,AT,,,
955,09/02/2023,M1,9,115,9900,217,180,10,CR,,,
956,09/02/2023,M1,3,131,5000,110,180,30,CM,,,
957,09/02/2023,M1,4,92,7234,158,180,15,CO,,,
958,09/02/2023,M1,2,149,,,,60,,,,
959,09/02/2023,M1,6,80,,,,60,,,,
